match_event_id,location_x,location_y,remaining_min,power_of_shot,knockout_match,game_season,remaining_sec,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,home/away,shot_id_number,type_of_shot,type_of_combined_shot,lat,lng,date
406,141.0,85.0,9,4,0,2009,7,36.0,0,5,4,0,0,15318,34,3,42.982923,-71.44609399999999,3509
417,18.0,55.0,8,4,0,2009,14,25.0,1,0,1,4,0,15319,19,3,42.982923,-71.44609399999999,3509
254,-100.0,227.0,5,1,0,2009,38,44.0,0,1,5,-1,1,15320,12,3,40.774891,-111.93078999999999,3508
42,151.0,-2.0,5,1,0,2009,3,35.0,0,5,4,2,1,15322,34,3,40.774891,-111.93078999999999,3508
73,155.0,146.0,1,1,0,2009,58,41.0,1,4,4,-1,1,15324,14,3,40.774891,-111.93078999999999,3508
180,91.0,160.0,3,2,0,2009,17,38.0,0,4,4,0,1,15326,12,3,40.774891,-111.93078999999999,3508
205,-2.0,80.0,1,2,0,2009,29,28.0,1,0,-1,2,1,15327,34,3,40.774891,-111.93078999999999,3508
211,12.0,72.0,0,2,0,2009,56,27.0,1,0,1,4,1,15328,34,3,40.774891,-111.93078999999999,3508
218,-114.0,119.0,0,2,0,2009,34,36.0,0,1,4,0,1,15329,34,3,40.774891,-111.93078999999999,3508
232,-11.0,247.0,11,3,0,2009,15,44.0,0,0,5,1,1,15330,34,3,40.774891,-111.93078999999999,3508
303,0.0,170.0,3,3,0,2009,20,37.0,0,0,4,0,1,15331,34,3,40.774891,-111.93078999999999,3508
310,132.0,198.0,2,3,0,2009,59,43.0,0,4,5,1,1,15332,34,3,40.774891,-111.93078999999999,3508
387,132.0,205.0,8,4,0,2009,20,44.0,0,4,5,1,1,15333,15,3,40.774891,-111.93078999999999,3508
407,-163.0,178.0,6,4,0,2009,29,44.0,0,1,5,1,1,15334,34,3,40.774891,-111.93078999999999,3508
420,7.383876043,142.0,4,4,0,2009,51,39.0,1,1,4,0,1,15336,55,3,40.774891,-111.93078999999999,3508
426,99.0,217.0,4,4,0,2009,22,43.0,1,4,5,1,1,15337,34,3,40.774891,-111.93078999999999,3508
429,-32.0,255.0,3,4,0,2009,43,45.0,0,0,5,1,1,15338,34,3,40.774891,-111.93078999999999,3508
435,53.0,44.0,3,4,0,2009,7,33.44888431,0,0,1,4,1,15339,15,3,40.774891,-111.93078999999999,3508
437,-73.0,137.0,3,4,0,2009,5,35.0,1,0,1,2,1,15340,29,3,40.774891,-111.93078999999999,3508
445,138.0,205.0,2,4,0,2009,24,44.0,0,4,5,1,1,15341,39,3,40.774891,-111.93078999999999,3508
468,-177.0,183.0,0,4,0,2009,41,33.44888431,0,1,5,1,1,15343,53,3,40.774891,-111.93078999999999,3508
13,0.0,0.0,5,1,0,2009,42,20.0,0,0,0,4,1,15344,34,4,41.845137,-87.66045,3505
254,-117.0,78.0,8,1,0,2009,43,34.0,0,2,4,2,1,15345,43,3,41.845137,-87.66045,3505
54,-65.0,149.0,5,1,0,2009,56,36.0,1,1,4,0,1,15347,34,3,41.845137,-87.66045,3505
59,-172.0,165.0,5,1,0,2009,32,43.0,1,1,5,1,1,15348,34,3,41.845137,-87.66045,3505
66,166.0,91.12693349999999,4,1,0,2009,5,38.0,1,5,-1,0,1,15350,34,3,41.845137,-87.66045,3505
72,171.0,12.0,3,1,0,2009,46,37.0,1,5,4,0,1,15351,38,3,41.845137,-87.66045,3505
80,154.0,85.0,2,1,0,2009,57,37.0,1,5,4,0,1,15352,34,3,41.845137,-87.66045,3505
82,-172.0,74.0,2,1,0,2009,24,38.0,1,2,4,0,1,15353,34,3,41.845137,-87.66045,3505
92,-175.0,39.0,1,1,0,2009,12,37.0,0,2,4,0,1,15355,34,3,41.845137,-87.66045,3505
176,-51.0,101.0,5,2,0,2009,34,31.0,1,0,1,2,1,15356,43,3,41.845137,-87.66045,3505
202,39.0,132.0,1,2,0,2009,53,33.0,1,0,1,2,1,15357,33,3,41.845137,-87.66045,3505
207,182.0,181.0,1,2,0,2009,28,45.0,0,4,5,1,1,15358,36,3,41.845137,-87.66045,3505
210,0.0,0.0,1,2,0,2009,3,20.0,0,0,0,4,1,15359,39,3,41.845137,-87.66045,3505
233,-139.0,372.0,0,2,0,2009,0,59.0,0,-1,5,1,1,15360,34,3,41.845137,-87.66045,3505
256,-141.0,203.0,10,3,0,2009,15,44.0,0,1,5,1,1,15361,34,3,41.845137,-87.66045,3505
350,-149.0,58.0,2,3,0,2009,46,35.0,1,2,4,2,1,15363,34,3,41.845137,-87.66045,3505
254,162.0,124.0,2,3,0,2009,4,40.0,0,4,4,0,1,15364,34,3,41.845137,-87.66045,3505
363,26.0,86.0,0,3,0,2009,48,28.0,1,0,1,-1,1,15365,34,3,41.845137,-87.66045,3505
420,-153.0,110.0,6,4,0,2009,35,38.0,1,2,4,0,1,15366,34,3,41.845137,-87.66045,3505
455,0.0,0.0,3,4,0,2009,3,20.0,0,0,0,4,1,15367,39,3,41.845137,-87.66045,3505
475,106.0,56.0,0,4,0,2009,39,31.0,1,5,4,-1,1,15368,34,3,41.845137,-87.66045,3505
492,0.0,0.0,5,4,0,2009,16,20.0,1,0,0,4,1,15369,56,3,41.845137,-87.66045,3505
14,-70.0,131.0,9,1,0,2009,37,34.0,1,0,1,2,1,15370,36,3,43.062206,-87.944754,3504
27,155.0,31.0,7,1,0,2009,51,35.0,0,5,4,2,1,15371,34,3,43.062206,-87.944754,3504
56,204.0,129.0,5,3,0,2009,19,44.0,1,4,5,1,1,15373,15,3,43.062206,-87.944754,3504
78,-62.0,145.0,2,1,0,2009,54,35.0,0,-1,4,2,1,15374,3,3,43.062206,-87.944754,3504
100,135.0,74.0,1,1,0,2009,14,35.0,0,5,4,2,1,15375,17,3,43.062206,-87.944754,3504
170,133.0,11.0,7,2,0,2009,12,33.0,0,5,4,2,1,15376,34,3,43.062206,-87.944754,3504
209,-24.0,60.0,3,3,0,2009,41,26.0,1,0,1,4,1,15377,44,3,43.062206,-87.944754,3504
218,103.0,77.0,2,3,0,2009,42,32.0,0,5,4,2,1,15378,34,3,43.062206,-87.944754,3504
276,0.0,0.0,10,3,0,2009,19,20.0,1,0,0,4,1,15380,34,4,43.062206,-87.944754,3504
306,151.0,85.0,8,3,0,2009,1,33.44888431,1,5,4,0,1,15381,34,3,43.062206,-87.944754,3504
324,-161.0,20.0,5,3,0,2009,38,36.0,0,2,4,0,1,15382,34,3,43.062206,-87.944754,3504
360,58.0,137.0,2,3,0,2009,49,34.0,0,0,1,2,1,15384,50,3,43.062206,-87.944754,3504
367,-73.0,22.0,2,3,0,2009,17,27.0,1,0,1,4,1,15385,34,3,43.062206,-87.944754,3504
384,94.0,-3.0,0,3,0,2009,47,29.0,0,5,4,2,1,15386,34,3,43.062206,-87.944754,3504
398,149.0,214.0,0,3,0,2009,1,46.0,0,4,5,1,1,15387,2,3,43.062206,-87.944754,3504
408,91.0,69.0,11,4,0,2009,36,33.44888431,0,5,4,2,1,15388,34,3,43.062206,-87.944754,3504
425,0.0,0.0,10,4,0,2009,26,20.0,1,0,0,-1,1,15389,34,4,43.062206,-87.944754,3504
435,0.0,0.0,9,4,0,2009,39,20.0,1,0,0,4,1,15390,34,4,43.062206,-87.944754,3504
254,-87.0,26.0,2,4,0,2009,11,29.0,1,2,4,2,1,15391,15,3,43.062206,-87.944754,3504
500,-128.0,75.0,1,4,0,2009,48,34.0,0,2,4,2,1,15392,34,3,43.062206,-87.944754,3504
519,-144.0,64.0,0,4,0,2009,2,35.0,0,2,4,2,1,15393,51,3,43.062206,-87.944754,3504
254,-21.0,88.0,1,5,0,2009,18,29.0,1,0,1,2,1,15395,36,3,43.062206,-87.944754,3504
566,0.0,0.0,0,5,0,2009,48,20.0,1,0,0,4,1,15396,39,3,43.062206,-87.944754,3504
576,-146.0,36.0,0,5,0,2009,0,35.0,1,2,4,2,1,15397,23,3,43.062206,-87.944754,3504
5,-75.0,80.0,11,1,0,2009,7,30.0,1,2,1,2,1,15398,36,3,40.643505,-73.93950699999999,3501
17,-73.0,1.0,9,1,0,2009,36,27.0,1,0,1,4,1,15400,34,3,40.643505,-73.93950699999999,3501
83,-2.0,134.0,3,1,0,2009,56,33.44888431,0,0,1,2,1,15402,38,3,40.643505,-73.93950699999999,3501
87,-7.0,74.0,3,1,0,2009,20,27.0,0,0,1,4,1,15403,34,3,40.643505,-73.93950699999999,3501
113,-210.0,129.0,1,1,0,2009,20,33.44888431,0,1,5,1,1,15404,34,3,40.643505,-73.93950699999999,3501
201,119.0,3.0,4,2,0,2009,21,31.0,1,5,4,2,1,15406,34,3,40.643505,-73.93950699999999,3501
223,0.0,0.0,5,3,0,2009,11,20.0,0,0,0,-1,1,15408,34,4,40.643505,-73.93950699999999,3501
256,-153.0,85.0,10,3,0,2009,23,37.0,0,2,4,0,1,15409,34,3,40.643505,-73.93950699999999,3501
261,0.0,0.0,9,3,0,2009,55,20.0,1,0,0,4,1,15410,4,3,40.643505,-73.93950699999999,3501
264,0.0,0.0,9,3,0,2009,39,20.0,1,0,0,4,1,15411,34,4,40.643505,-73.93950699999999,3501
307,129.0,99.0,5,3,0,2009,48,33.44888431,0,4,4,-1,1,15414,34,3,40.643505,-73.93950699999999,3501
358,-10.0,246.0,0,3,0,2009,20,44.0,0,-1,5,1,1,15416,34,3,40.643505,-73.93950699999999,3501
254,-8.0,151.0,10,4,0,2009,37,35.0,0,0,4,2,1,15418,34,3,40.643505,-73.93950699999999,3501
384,-75.0,9.0,9,4,0,2009,52,27.0,0,0,1,-1,1,15419,53,3,40.643505,-73.93950699999999,3501
391,0.0,0.0,9,4,0,2009,9,20.0,1,0,0,4,1,15420,34,4,40.643505,-73.93950699999999,3501
2,-10.0,228.0,11,1,0,2009,39,42.0,1,0,-1,0,1,15421,53,3,42.379455,-83.115635,3500
7,-155.0,61.0,11,1,0,2009,7,36.0,0,2,4,0,1,15422,56,3,42.379455,-83.115635,3500
24,-82.0,30.0,8,1,0,2009,57,28.0,0,2,4,-1,1,15423,34,2,42.379455,-83.115635,3500
28,77.0,172.0,8,1,0,2009,39,38.0,1,4,4,0,1,15424,34,3,42.379455,-83.115635,3500
106,-76.0,105.0,3,3,0,2009,24,32.0,1,2,1,2,1,15425,34,3,42.379455,-83.115635,3500
139,-175.0,197.0,0,1,0,2009,52,46.0,0,1,5,1,1,15426,34,3,42.379455,-83.115635,3500
242,-34.0,60.0,4,2,0,2009,21,26.0,1,0,1,4,1,15428,51,3,42.379455,-83.115635,3500
255,-128.0,6.0,3,2,0,2009,29,32.0,1,2,4,2,1,15429,36,3,42.379455,-83.115635,3500
299,-205.0,91.12693349999999,0,2,0,2009,0,63.0,0,1,5,1,1,15431,19,3,42.379455,-83.115635,3500
320,226.0,26.0,9,3,0,2009,18,42.0,1,5,6,1,1,15432,34,3,42.379455,-83.115635,3500
323,0.0,0.0,8,3,0,2009,52,20.0,1,0,0,4,1,15433,34,4,42.379455,-83.115635,3500
346,-163.0,42.0,6,3,0,2009,36,33.44888431,1,2,4,0,1,15434,38,3,42.379455,-83.115635,3500
366,17.0,134.0,4,3,0,2009,28,33.0,0,0,1,2,1,15435,28,3,42.379455,-83.115635,3500
402,7.383876043,78.0,1,3,0,2009,11,27.0,1,0,1,4,1,15437,34,3,42.379455,-83.115635,3500
488,24.0,88.0,3,4,0,2009,53,29.0,0,0,1,2,1,15440,17,3,42.379455,-83.115635,3500
491,0.0,0.0,3,4,0,2009,37,20.0,1,0,0,4,1,15441,34,4,42.379455,-83.115635,3500
508,-95.0,26.0,1,4,0,2009,26,29.0,1,2,4,2,1,15442,34,0,42.379455,-83.115635,3500
83,106.0,143.0,4,3,0,2009,55,37.0,0,4,-1,0,0,15447,34,3,42.982923,-71.44609399999999,3498
97,103.0,-3.0,3,1,0,2009,41,30.0,1,5,4,-1,0,15448,38,3,42.982923,-71.44609399999999,3498
127,-105.0,138.0,1,1,0,2009,11,37.0,1,1,4,0,0,15449,34,3,42.982923,-71.44609399999999,3498
139,-62.0,80.0,0,3,0,2009,1,33.44888431,1,2,-1,2,0,15451,34,3,42.982923,-71.44609399999999,3498
190,-138.0,201.0,6,2,0,2009,46,44.0,0,1,5,1,0,15452,24,3,42.982923,-71.44609399999999,3498
200,-114.0,88.0,6,2,0,2009,18,34.0,1,2,4,2,0,15453,34,3,42.982923,-71.44609399999999,3498
217,121.0,134.0,4,2,0,2009,59,33.44888431,1,4,4,0,0,15454,34,3,42.982923,-71.44609399999999,3498
219,-108.0,153.0,4,2,0,2009,30,38.0,0,1,4,0,0,15455,36,3,42.982923,-71.44609399999999,3498
241,-133.0,48.0,2,2,0,2009,47,34.0,0,2,4,2,0,15457,34,3,42.982923,-71.44609399999999,3498
254,0.0,0.0,2,2,0,2009,4,20.0,0,0,-1,4,0,15458,46,3,42.982923,-71.44609399999999,3498
279,88.0,89.0,11,3,0,2009,27,32.0,1,5,4,2,0,15459,34,3,42.982923,-71.44609399999999,3498
323,59.0,118.0,7,3,0,2009,13,33.0,1,0,1,2,0,15460,17,3,42.982923,-71.44609399999999,3498
330,0.0,0.0,6,3,0,2009,32,20.0,1,0,0,4,0,15461,34,4,42.982923,-71.44609399999999,3498
348,159.0,83.0,5,3,0,2009,8,37.0,0,5,4,0,0,15462,34,3,42.982923,-71.44609399999999,3498
361,-98.0,94.0,4,3,0,2009,9,33.0,1,2,4,2,0,15463,38,3,42.982923,-71.44609399999999,3498
373,-136.0,222.0,2,3,0,2009,15,46.0,0,1,5,1,0,15464,34,3,42.982923,-71.44609399999999,3498
471,0.0,0.0,6,4,0,2009,23,20.0,1,0,0,4,0,15467,34,1,42.982923,-71.44609399999999,3498
503,0.0,0.0,4,4,0,2009,8,20.0,0,0,0,4,0,15469,39,3,42.982923,-71.44609399999999,3498
11,179.0,3.0,10,1,0,2009,12,37.0,1,5,4,0,0,15471,34,3,42.982923,-71.44609399999999,3495
16,-67.0,162.0,9,1,0,2009,31,37.0,0,1,4,0,0,15472,4,3,42.982923,-71.44609399999999,3495
30,50.0,72.0,7,1,0,2009,28,28.0,0,5,1,2,0,15473,41,3,42.982923,-71.44609399999999,3495
70,0.0,0.0,3,1,0,2009,34,20.0,0,0,-1,4,0,15475,39,3,42.982923,-71.44609399999999,3495
94,7.383876043,0.0,0,1,0,2009,43,20.0,1,-1,0,4,0,15477,46,3,42.982923,-71.44609399999999,3495
100,0.0,0.0,0,1,0,2009,1,20.0,1,0,0,4,0,15478,34,4,42.982923,-71.44609399999999,3495
105,-18.0,175.0,11,2,0,2009,21,37.0,0,0,4,0,0,15479,34,3,42.982923,-71.44609399999999,3495
116,2.0,86.0,9,2,0,2009,46,33.44888431,1,0,1,2,0,15480,44,3,42.982923,-71.44609399999999,3495
123,-46.0,157.0,8,2,0,2009,37,36.0,0,0,4,0,0,15481,27,3,42.982923,-71.44609399999999,3495
254,1.0,67.0,5,2,0,2009,28,26.0,0,0,1,4,0,15483,5,3,42.982923,-71.44609399999999,3495
175,0.0,0.0,3,2,0,2009,43,33.44888431,0,0,0,4,0,15484,39,3,42.982923,-71.44609399999999,3495
228,0.0,0.0,0,2,0,2009,28,20.0,1,0,0,4,0,15485,34,4,42.982923,-71.44609399999999,3495
251,0.0,0.0,10,3,0,2009,55,20.0,1,0,0,4,0,15486,34,1,42.982923,-71.44609399999999,3495
258,0.0,91.12693349999999,9,3,0,2009,57,20.0,1,0,0,4,0,15487,34,4,42.982923,-71.44609399999999,3495
275,51.0,126.0,8,3,0,2009,40,33.0,0,0,1,2,0,15488,6,3,42.982923,-71.44609399999999,3495
289,0.0,0.0,7,3,0,2009,28,20.0,0,0,0,4,0,15489,34,4,42.982923,-71.44609399999999,3495
305,0.0,0.0,7,3,0,2009,19,20.0,0,-1,0,4,0,15490,34,4,42.982923,-71.44609399999999,3495
365,0.0,0.0,1,3,0,2009,35,20.0,0,0,0,4,0,15491,34,4,42.982923,-71.44609399999999,3495
392,-240.0,4.0,0,3,0,2009,8,44.0,1,2,2,1,0,15493,2,3,42.982923,-71.44609399999999,3495
399,88.0,142.0,11,4,0,2009,42,36.0,0,4,4,0,0,15494,55,3,42.982923,-71.44609399999999,3495
418,-40.0,131.0,10,4,0,2009,1,33.0,0,0,1,2,0,15495,34,3,42.982923,-71.44609399999999,3495
469,95.0,17.0,4,4,0,2009,37,29.0,0,5,4,-1,0,15496,7,3,42.982923,-71.44609399999999,3495
473,0.0,0.0,4,4,0,2009,22,20.0,0,0,0,4,0,15497,34,4,42.982923,-71.44609399999999,3495
511,0.0,0.0,2,4,0,2009,52,33.44888431,1,0,0,4,0,15499,34,1,42.982923,-71.44609399999999,3495
513,7.383876043,0.0,2,4,0,2009,24,20.0,1,0,0,4,0,15500,34,4,42.982923,-71.44609399999999,3495
519,0.0,0.0,2,4,0,2009,1,20.0,0,-1,0,4,0,15501,39,3,42.982923,-71.44609399999999,3495
558,-13.0,132.0,5,3,0,2009,1,33.0,0,0,1,2,0,15502,18,3,42.982923,-71.44609399999999,3495
17,133.0,172.0,9,1,0,2009,11,41.0,0,4,4,0,1,15503,34,3,38.567296,-121.45663799999998,3494
34,0.0,0.0,7,1,0,2009,54,20.0,1,-1,0,4,1,15504,56,3,38.567296,-121.45663799999998,3494
46,0.0,0.0,6,1,0,2009,26,20.0,0,0,0,4,1,15505,34,4,38.567296,-121.45663799999998,3494
63,32.0,167.0,5,1,0,2009,30,37.0,1,0,4,0,1,15506,43,3,38.567296,-121.45663799999998,3494
254,7.383876043,101.0,1,1,0,2009,59,36.0,0,-1,4,0,1,15507,36,3,38.567296,-121.45663799999998,3494
101,0.0,0.0,1,1,0,2009,23,20.0,1,0,0,4,1,15508,32,3,38.567296,-121.45663799999998,3494
111,103.0,82.0,0,1,0,2009,0,33.0,1,5,4,2,1,15509,34,3,38.567296,-121.45663799999998,3494
132,-89.0,22.0,9,2,0,2009,33,29.0,0,2,-1,2,1,15511,9,3,38.567296,-121.45663799999998,3494
197,92.0,211.0,4,2,0,2009,21,43.0,1,4,4,0,1,15512,23,3,38.567296,-121.45663799999998,3494
199,-101.0,170.0,3,2,0,2009,41,39.0,1,1,4,0,1,15513,34,3,38.567296,-121.45663799999998,3494
214,89.0,183.0,2,2,0,2009,58,33.44888431,0,4,4,0,1,15514,34,3,38.567296,-121.45663799999998,3494
266,61.0,93.0,11,3,0,2009,26,31.0,1,5,1,2,1,15515,43,3,38.567296,-121.45663799999998,3494
277,7.383876043,0.0,9,3,0,2009,34,20.0,1,0,0,4,1,15516,34,1,38.567296,-121.45663799999998,3494
279,121.0,110.0,8,3,0,2009,55,36.0,1,4,4,0,1,15517,34,3,38.567296,-121.45663799999998,3494
309,28.0,164.0,5,3,0,2009,28,36.0,1,0,4,0,1,15518,38,3,38.567296,-121.45663799999998,3494
316,-105.0,19.0,4,3,0,2009,22,30.0,0,2,4,2,1,15520,34,3,38.567296,-121.45663799999998,3494
359,-56.0,244.0,1,3,0,2009,4,45.0,1,0,5,1,1,15521,36,3,38.567296,-121.45663799999998,3494
254,0.0,0.0,0,3,0,2009,37,20.0,1,0,0,4,1,15522,56,3,38.567296,-121.45663799999998,3494
510,-109.0,69.0,0,4,0,2009,52,32.0,0,2,4,2,1,15524,3,3,38.567296,-121.45663799999998,3494
539,-111.0,220.0,3,5,0,2009,38,44.0,0,1,5,1,1,15525,15,3,38.567296,-121.45663799999998,3494
543,23.0,118.0,5,5,0,2009,59,32.0,0,0,1,2,1,15526,34,3,38.567296,-121.45663799999998,3494
561,7.383876043,0.0,1,5,0,2009,27,20.0,1,0,0,-1,1,15527,34,4,38.567296,-121.45663799999998,3494
572,-105.0,249.0,0,5,0,2009,5,47.0,0,1,5,1,1,15528,34,3,38.567296,-121.45663799999998,3494
601,170.0,194.0,3,6,0,2009,26,45.0,1,4,5,1,1,15529,47,3,38.567296,-121.45663799999998,3494
604,13.0,250.0,2,6,0,2009,40,45.0,1,0,5,1,1,15530,34,3,38.567296,-121.45663799999998,3494
612,-54.0,244.0,2,6,0,2009,12,44.0,0,-1,5,1,1,15531,34,3,38.567296,-121.45663799999998,3494
623,146.0,107.0,1,6,0,2009,0,33.44888431,0,4,-1,0,1,15532,34,3,38.567296,-121.45663799999998,3494
13,-56.0,104.0,10,1,0,2009,56,31.0,0,0,1,2,1,15533,34,3,33.552026,-112.07166699999999,3492
41,-193.0,91.12693349999999,5,1,0,2009,50,41.0,1,2,4,0,1,15534,54,3,33.552026,-112.07166699999999,3492
87,7.383876043,146.0,4,1,0,2009,28,44.0,0,4,5,1,1,15536,34,3,33.552026,-112.07166699999999,3492
119,15.0,132.0,0,1,0,2009,55,33.0,0,0,1,2,1,15537,40,3,33.552026,-112.07166699999999,3492
183,149.0,107.0,8,2,0,2009,25,38.0,0,5,4,0,1,15538,34,3,33.552026,-112.07166699999999,3492
201,0.0,0.0,6,2,0,2009,47,20.0,1,0,0,4,1,15539,34,4,33.552026,-112.07166699999999,3492
215,-56.0,61.0,5,2,0,2009,46,28.0,1,2,1,2,1,15540,15,3,33.552026,-112.07166699999999,3492
230,-220.0,149.0,4,2,0,2009,51,46.0,0,1,5,1,1,15541,23,3,33.552026,-112.07166699999999,3492
253,141.0,131.0,3,2,0,2009,3,39.0,1,4,4,0,1,15542,50,3,33.552026,-112.07166699999999,3492
255,-217.0,134.0,2,2,0,2009,36,45.0,1,1,5,1,1,15543,36,3,33.552026,-112.07166699999999,3492
262,86.0,121.0,2,2,0,2009,9,34.0,1,5,4,2,1,15544,6,3,33.552026,-112.07166699999999,3492
284,-18.0,64.0,0,2,0,2009,9,33.44888431,1,0,-1,4,1,15545,34,3,33.552026,-112.07166699999999,3492
292,209.0,176.0,0,2,0,2009,0,33.44888431,0,4,5,1,1,15546,34,3,33.552026,-112.07166699999999,3492
302,-62.0,112.0,11,3,0,2009,28,32.0,0,0,1,2,1,15547,22,3,33.552026,-112.07166699999999,3492
351,51.0,91.0,5,3,0,2009,36,30.0,1,0,1,2,1,15549,34,3,33.552026,-112.07166699999999,3492
254,7.383876043,-10.0,5,3,0,2009,25,35.0,0,2,4,2,1,15550,25,3,33.552026,-112.07166699999999,3492
381,-123.0,-2.0,2,3,0,2009,50,32.0,0,2,4,2,1,15551,19,3,33.552026,-112.07166699999999,3492
391,-89.0,45.0,5,3,0,2009,50,29.0,1,2,4,2,1,15552,20,3,33.552026,-112.07166699999999,3492
394,0.0,0.0,1,3,0,2009,18,20.0,1,0,0,4,1,15553,34,4,33.552026,-112.07166699999999,3492
402,6.0,91.0,0,3,0,2009,45,29.0,1,0,1,2,1,15554,34,3,33.552026,-112.07166699999999,3492
406,59.0,214.0,0,3,0,2009,28,33.44888431,1,0,4,0,1,15555,40,3,33.552026,-112.07166699999999,3492
410,0.0,0.0,0,3,0,2009,0,20.0,0,0,0,4,1,15556,34,4,33.552026,-112.07166699999999,3492
417,184.0,167.0,11,4,0,2009,42,44.0,0,4,5,1,1,15557,1,3,33.552026,-112.07166699999999,3492
424,-138.0,83.0,9,4,0,2009,52,36.0,1,2,4,0,1,15558,34,3,33.552026,-112.07166699999999,3492
18,0.0,0.0,9,1,0,2009,18,20.0,0,-1,-1,4,0,15559,34,4,42.982923,-71.44609399999999,3491
19,7.383876043,0.0,9,3,0,2009,15,20.0,0,0,0,4,0,15560,39,3,42.982923,-71.44609399999999,3491
67,-117.0,224.0,4,1,0,2009,25,45.0,0,1,5,1,0,15562,34,3,42.982923,-71.44609399999999,3491
147,-38.0,156.0,10,2,0,2009,52,36.0,0,0,4,0,0,15565,34,3,42.982923,-71.44609399999999,3491
173,118.0,82.0,5,2,0,2009,52,34.0,1,-1,4,2,0,15567,9,3,42.982923,-71.44609399999999,3491
176,-87.0,93.0,7,2,0,2009,30,32.0,1,2,4,2,0,15568,34,3,42.982923,-71.44609399999999,3491
215,185.0,71.0,4,2,0,2009,8,39.0,1,5,4,0,0,15569,34,3,42.982923,-71.44609399999999,3491
217,-209.0,140.0,3,2,0,2009,26,45.0,0,1,5,1,0,15570,36,3,42.982923,-71.44609399999999,3491
262,0.0,0.0,11,3,0,2009,1,20.0,1,0,0,4,0,15571,34,4,42.982923,-71.44609399999999,3491
275,-168.0,115.0,10,3,0,2009,0,40.0,1,2,4,-1,0,15572,4,3,42.982923,-71.44609399999999,3491
282,-93.0,119.0,8,3,0,2009,52,35.0,0,2,4,2,0,15573,34,3,42.982923,-71.44609399999999,3491
314,0.0,0.0,6,3,0,2009,59,20.0,0,0,0,4,0,15574,39,3,42.982923,-71.44609399999999,3491
358,7.383876043,7.0,3,3,0,2009,0,32.0,0,2,4,2,0,15575,34,3,42.982923,-71.44609399999999,3491
366,0.0,0.0,2,3,0,2009,23,20.0,0,0,0,4,0,15576,56,3,42.982923,-71.44609399999999,3491
369,168.0,91.12693349999999,2,3,0,2009,5,33.44888431,1,5,4,-1,0,15577,56,3,42.982923,-71.44609399999999,3491
426,223.0,86.0,9,4,0,2009,45,43.0,1,5,6,1,0,15578,36,3,42.982923,-71.44609399999999,3491
456,157.0,28.0,6,4,0,2009,14,35.0,0,5,4,2,0,15582,36,3,42.982923,-71.44609399999999,3491
465,-119.0,131.0,5,4,0,2009,2,37.0,1,1,4,0,0,15583,36,3,42.982923,-71.44609399999999,3491
477,-125.0,71.0,4,4,0,2009,19,34.0,0,2,4,2,0,15584,34,3,42.982923,-71.44609399999999,3491
507,-93.0,105.0,2,4,0,2009,1,34.0,0,2,4,2,0,15585,56,3,42.982923,-71.44609399999999,3491
3,88.0,159.0,11,1,0,2009,48,38.0,0,4,4,0,0,15586,34,3,42.982923,-71.44609399999999,3488
53,70.0,78.0,6,1,0,2009,38,30.0,0,5,1,2,0,15588,30,3,42.982923,-71.44609399999999,3488
102,-5.0,89.0,0,1,0,2009,37,28.0,0,0,1,2,0,15590,34,3,42.982923,-71.44609399999999,3488
132,0.0,0.0,7,2,0,2009,39,20.0,1,0,0,-1,0,15592,34,4,42.982923,-71.44609399999999,3488
142,105.0,179.0,7,2,0,2009,6,40.0,0,4,4,0,0,15593,34,3,42.982923,-71.44609399999999,3488
174,7.383876043,64.0,4,3,0,2009,53,33.44888431,0,5,1,2,0,15594,35,3,42.982923,-71.44609399999999,3488
179,88.0,91.12693349999999,4,2,0,2009,27,45.0,1,4,5,1,0,15595,28,3,42.982923,-71.44609399999999,3488
188,-59.0,88.0,3,2,0,2009,51,30.0,0,2,1,2,0,15596,36,3,42.982923,-71.44609399999999,3488
258,23.0,266.0,11,3,0,2009,8,46.0,0,0,5,1,0,15598,34,3,42.982923,-71.44609399999999,3488
281,-8.0,48.0,9,3,0,2009,11,24.0,0,0,1,4,0,15599,44,3,42.982923,-71.44609399999999,3488
254,-131.0,113.0,6,3,0,2009,15,33.44888431,0,1,4,0,0,15600,18,3,42.982923,-71.44609399999999,3488
317,31.0,187.0,5,3,0,2009,10,38.0,1,0,4,0,0,15601,38,3,42.982923,-71.44609399999999,3488
321,-45.0,261.0,3,3,0,2009,56,46.0,1,0,5,1,0,15602,34,3,42.982923,-71.44609399999999,3488
323,34.0,77.0,3,3,0,2009,25,28.0,1,-1,1,2,0,15603,34,3,42.982923,-71.44609399999999,3488
336,116.0,153.0,2,3,0,2009,26,39.0,1,4,4,0,0,15604,34,3,42.982923,-71.44609399999999,3488
254,-158.0,214.0,1,3,0,2009,58,46.0,1,1,5,1,0,15605,36,3,42.982923,-71.44609399999999,3488
254,0.0,0.0,0,3,0,2009,2,20.0,0,0,0,4,0,15606,11,3,42.982923,-71.44609399999999,3488
388,-81.0,190.0,10,4,0,2009,28,40.0,0,1,4,0,0,15607,34,3,42.982923,-71.44609399999999,3488
432,64.0,132.0,6,4,0,2009,31,34.0,1,0,1,2,0,15608,34,3,42.982923,-71.44609399999999,3488
